chr,coor_s,coor_e,ids,jumps,length,gaps,genes,cpgisl_in,cpgisl_bor,repli_in,repli_bor,repli_bor_deriv,repli_deriv,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,component_size,intra_degree,iner_degree,self_loops,edges_double,edges_tandem,edges_ident_mean
1,1464079,1496342,id12,1,32263,0,2,4,0,75.5,76.5,0.0,3.0,1.116,1.116,41.249,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0.911
1,1496432,1502033,id13,1,5601,0,1,0,0,76.333,76.0,0.0,1.0,1.116,1.116,6.423,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0.951
1,1504522,1534825,id14,1,30303,0,2,7,0,78.774,76.5,1.0,5.0,1.116,1.116,66.531,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,1,0.911
1,1632457,1665030,id15,1,32573,0,3,5,1,80.222,81.0,0.0,2.0,1.116,1.116,77.757,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0.974
1,1666823,1677750,id16,1,10927,0,1,2,0,77.917,79.0,0.0,3.0,1.116,1.116,71.03,36.81,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,0,0,1,0.979
1,1685863,1699583,id17,1,13720,0,1,1,0,75.533,75.5,1.0,4.0,1.116,1.116,48.29,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0.988
1,1699616,1730936,id18,1,31320,0,3,4,0,70.5,71.0,1.0,11.0,1.116,1.116,55.295,39.412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0.974
1,1733195,1740585,id19,1,7390,0,1,1,0,70.556,71.5,1.0,5.0,1.116,1.116,99.908,39.412,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,1,0,0,1,0.979
1,1740642,1752193,id20,1,11551,0,2,1,0,73.167,73.667,1.0,2.0,1.116,1.116,52.308,39.412,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,1,0.988
1,2548425,2550688,id21,1,2263,0,1,0,0,38.333,38.5,1.0,1.0,1.306,1.306,22.96,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0.971
1,2551369,2554047,id22,1,2678,0,1,0,0,39.5,39.0,0.0,1.0,1.306,1.306,55.021,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0.973
1,2567635,2570293,id23,1,2658,0,1,0,0,42.0,41.0,1.0,2.0,1.306,1.306,32.304,138.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0.973
1,2576603,2578586,id24,1,1983,0,1,0,0,39.667,40.0,0.0,2.0,1.306,1.306,7.84,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0.971
1,2652036,2702781,id25,1,50745,1,1,0,0,18.412,28.0,0.0,20.0,1.306,1.306,39.123,111.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,8,1,0.922
1,2746297,2777361,id26,1,31064,1,1,0,0,3.2,3.0,0.0,1.0,1.306,1.306,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,8,1,0.922
1,4043198,4045223,id27,1,2025,0,0,0,0,12.333,12.5,1.0,1.0,2.507,2.507,15.02,30.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0.915
1,5654881,5657240,id28,2,2359,0,0,0,0,1.667,1.667,2.0,2.0,2.28,2.28,6.365,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1325,0,6,0,0,0,0.921
1,5665835,5673788,id29,4,7953,0,0,0,0,3.0,3.0,0.0,3.885,2.28,2.28,6.64,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1325,0,6,0,0,0,0.918
1,6185028,6186818,id30,1,1790,0,1,0,0,35.0,35.0,1.0,3.885,2.131,2.131,33.035,20.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,0,3,0,0,0,0.908
1,6427660,6459417,id31,1,31757,0,1,5,0,50.667,50.5,1.0,7.0,2.131,2.131,48.418,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0.955
1,8500394,8503103,id32,1,2709,0,0,0,0,24.25,24.5,2.0,3.0,1.219,1.219,76.769,35.085,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,39,0,3,0,0,0,0.965
1,8610392,8614277,id33,1,3885,0,0,0,0,36.6,36.5,1.0,3.0,1.219,1.219,44.595,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1325,0,1,0,0,0,0.963
1,8616572,8625574,id34,1,9002,0,0,0,0,36.9,36.5,0.0,2.0,1.219,1.219,49.993,13.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0.967
1,8653707,8659730,id35,1,6023,0,0,0,0,35.857,36.0,1.0,1.0,1.219,1.219,18.315,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0.963
1,8893201,8894618,id36,5,1417,0,0,0,0,71.5,71.5,1.0,1.0,1.219,1.219,197.666,92.055,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,42,0,36,0,0,0,0.924
1,9726946,9728915,id37,1,1969,0,1,0,0,74.0,74.0,1.0,3.885,1.701,1.701,9.83,10.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.908
1,11022121,11024040,id38,3,1919,0,1,0,0,62.667,63.0,1.0,1.0,3.06,3.06,44.402,183.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0.941
1,11920064,11926403,id39,1,6339,0,1,1,0,70.857,71.5,1.0,3.0,3.06,3.06,34.456,40.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0.983
1,12780114,12799974,id40,1,19860,0,1,0,0,6.381,6.5,0.0,1.0,0.998,0.998,24.048,8.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,2,0,0,1,2,0.969
1,12809207,12846275,id41,2,37068,0,1,0,0,5.605,6.5,0.0,3.0,0.998,0.998,23.121,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,1,2,0,8,3,0.942
1,12847096,12849522,id42,1,2426,0,1,0,0,5.0,5.0,0.0,3.885,0.998,0.998,5.683,39.412,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,2,0,0,2,0.93
1,12851192,12853602,id43,1,2410,0,0,0,0,4.0,4.0,1.0,3.885,0.998,0.998,31.596,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,1,0,0,1,0.919
1,12855323,12954384,id44,2,99061,1,5,0,0,2.322,4.0,0.0,3.0,0.998,0.998,13.164,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,2,10,3,0.955
1,13004384,13117600,id45,4,113216,1,5,0,0,53.0,100.0,0.0,95.0,0.998,0.998,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,3,13,5,0.949
1,13122521,13393767,id46,4,271246,0,13,0,0,14.761,63.0,0.0,61.0,1.306,1.306,15.787,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,9,0,9,18,6,0.948
1,13555212,13557917,id47,1,2705,0,0,0,0,20.982,21.098,0.0,3.885,1.306,1.306,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0.934
1,15454045,15472435,id48,1,18390,0,1,0,0,24.55,25.0,0.0,2.0,2.334,2.334,54.922,121.28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,0,1,0.908
1,15473454,15491767,id49,1,18313,0,2,0,0,26.316,25.667,0.0,3.0,2.334,2.334,39.685,251.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,1,0.908
1,15667766,15669044,id50,1,1278,0,1,0,0,41.5,41.5,0.0,1.0,2.334,2.334,33.795,55.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.952
1,15793742,15804669,id51,2,10927,0,0,0,0,58.5,58.5,0.0,3.0,2.058,2.058,18.645,39.412,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1325,1,1,0,0,0,0.914
1,16020437,16040582,id52,1,20145,0,1,0,0,58.286,58.667,1.0,5.0,1.782,1.782,30.949,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0.914
1,16042272,16063090,id53,1,20818,0,2,0,0,58.727,58.0,1.0,5.0,1.782,1.782,19.612,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0.914
1,16395354,16398143,id54,1,2789,0,2,0,0,53.5,54.0,0.0,2.0,1.782,1.782,56.13,73.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.904
1,16467214,16474106,id55,2,6892,0,2,0,0,55.25,56.0,1.0,2.0,1.782,1.782,15.74,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1325,0,2,0,0,0,0.903
1,16474442,16599132,id56,4,124690,0,3,5,0,63.528,59.333,0.0,14.0,1.782,1.782,41.568,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1325,0,23,1,29,4,0.936
1,16599169,16617121,id57,2,17952,0,1,1,0,63.737,61.5,1.0,10.0,1.782,1.782,12.698,39.412,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1325,10,0,0,0,0,0.928
1,16617272,16688784,id58,3,71512,0,2,5,0,35.658,40.0,1.0,35.0,1.782,1.782,102.378,9.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,16,0,0,6,4,0.94
1,16689054,16720726,id59,1,31672,0,1,4,0,18.273,17.0,1.0,12.0,1.782,1.782,24.651,39.412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.955
1,16720738,16723782,id60,1,3044,0,0,0,0,11.25,11.5,1.0,1.0,1.782,1.782,20.033,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1325,2,0,0,0,0,0.944
1,16724992,16761850,id61,1,36858,0,1,4,0,10.526,10.5,0.0,2.0,1.782,1.782,56.636,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,0,11,0,5,4,0.942
1,16761934,16799163,id62,1,37229,1,1,0,0,9.811,10.0,0.0,3.0,1.782,1.782,77.844,39.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.993
1,16849163,16905187,id63,1,56024,1,2,6,0,6.071,5.0,0.0,3.0,1.782,1.782,50.059,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,15,0,0,10,3,0.931
1,16905457,16954362,id64,1,48905,0,1,1,0,16.042,36.667,0.0,98.0,1.782,1.782,32.106,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,0,4,0,1,3,0.938
1,16973745,16975093,id65,1,1348,0,1,0,0,23.5,23.5,7.0,1.0,1.782,1.782,31.596,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0.999
1,17406761,17409197,id66,2,2436,0,1,1,0,8.333,8.0,0.0,2.0,1.782,1.782,9.567,26.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0.923
1,19265951,19277815,id67,1,11864,0,1,1,0,15.308,15.5,1.0,1.0,2.134,2.134,18.74,5.98,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,0,0,0,1,0.912
1,19278608,19291819,id68,1,13211,0,1,1,0,15.071,16.0,1.0,3.0,2.134,2.134,76.037,39.412,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,1,0,0,1,0.912
1,21398055,21399378,id69,1,1323,0,0,0,0,31.5,31.667,1.0,1.0,1.268,1.268,11.67,8.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.921
1,21411103,21427993,id70,3,16890,0,0,0,1,30.0,30.5,1.0,3.0,1.268,1.268,70.723,7.64,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1325,9,0,0,5,0,0.936
1,21428825,21432220,id71,1,3395,0,0,1,1,29.0,29.0,1.0,3.885,1.268,1.268,116.738,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.988
1,21432917,21438054,id72,2,5137,0,0,1,0,30.167,30.5,1.0,1.0,1.268,1.268,39.284,6.71,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1325,0,3,0,0,0,0.92
1,21439789,21486582,id73,1,46793,0,1,2,1,30.396,30.0,0.0,6.0,1.268,1.268,69.108,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1325,14,0,0,48,0,0.923
1,22086436,22092950,id75,1,6514,0,1,0,0,62.857,63.0,1.0,2.0,1.013,1.013,30.27,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0.943
1,23309798,23311323,id76,1,1525,0,1,0,0,37.0,37.0,1.0,3.885,1.376,1.376,6.368,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.943
1,23901052,23903194,id77,1,2142,0,1,1,0,76.0,76.0,0.0,3.885,1.242,1.242,7.427,6.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.935
1,23948200,23949512,id78,1,1312,0,0,0,0,82.0,82.0,0.0,3.885,1.242,1.242,5.705,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0,0.935
1,23960928,23963425,id79,1,2497,0,1,0,0,83.25,83.5,1.0,1.0,1.242,1.242,10.1,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.99
1,23966444,23967725,id80,1,1281,0,1,0,0,83.0,83.0,0.0,3.885,1.242,1.242,8.38,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0.94
1,23969079,23972008,id81,2,2929,0,1,0,0,81.75,81.5,0.0,1.0,1.242,1.242,13.893,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.923
1,24672244,24673270,id82,1,1026,0,1,0,0,54.0,54.0,1.0,3.885,1.242,1.242,6.83,9.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.982
1,24832261,24834970,id83,4,2709,0,1,0,0,77.75,78.0,1.0,1.0,0.532,0.532,147.703,165.105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,0,0,0,0,0.969
1,24840788,24844283,id84,2,3495,0,1,0,0,75.0,75.0,1.0,3.885,0.532,0.532,27.273,99.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0.935
1,25258882,25338354,id85,2,79472,0,3,4,1,58.538,59.5,1.0,9.0,0.532,0.532,20.793,54.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,1,0.949
1,25362422,25425328,id86,1,62906,0,1,0,0,51.0,52.0,1.0,18.0,0.532,0.532,67.997,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,0,0,0,1,0.95
1,26218580,26220890,id87,1,2310,0,0,0,0,21.0,21.0,0.0,3.885,0.897,0.897,50.533,39.412,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0.924
1,26425296,26429726,id88,2,4430,0,1,0,0,63.167,63.0,0.0,1.0,0.897,0.897,20.516,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0.925
1,26519126,26520421,id89,1,1295,0,0,0,0,61.333,61.333,1.0,1.0,0.897,0.897,28.982,64.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0.914
